,회의번호,대수,회의구분,회수,차수,회의연도,안건,발언자,발언순번,sent_raw,sent_id
1637,1614,3,본회의,제26회,제59차,1957,―국회의원선거법안 여야협상에 대한 보고요청의 건―,박영종 의원,7,국민주권을 매매하는 것인가?,1436
1639,1615,3,본회의,제26회,제60차,1957,―민법안 제2독회―,박영종 의원,19,그렇다고 할 것 같으며는 자기들이 그것을 감히 버서나지 못하고 그렇게 위압을 받었다고 할까 제압을 받어 가지고 그런 본의에 없는 제청을 한다고 할 것 같으면 이 삼권분립에 있어서 가장 법을 수호하고 이 국권을 수호하고 국가의 운명을 개척하는 데 중심적인 책임이 있다고 할 이 국회에서 이것을 갖다가 좀 더 자유스럽게 풀어 주자 하는 그러한 견지에서 본 의원은 이 자리에서 반대의견을 표시했던 것입니다.,1437
1642,1624,3,본회의,제26회,제69차,1957,―규칙에 관한 건―,박영종 의원,58,"국회가 예산을 심의한다, 가령 참의원보다도 민의원에서 국회에서 선심권(先審權)이 있다 또 국민이 가지고 있는 주권과 이 국회라는 것 원래의 탄생 연원 이런 것을 볼 때에 있어서 예산의 중요성 그런다고 할 때 사실상 지금까지 상임분과위원회에서 그 후에 예결위원회에서 지금까지 겪어 올 때에 심의의 모든 속도와 그동안에 그 지금의 무언의 양해된 바, 국회법에서 또 결정되어 있는 바 지금까지 우리가 제1독회 제2독회를 해 내려올 때에 사실상 전부 다 우리가 지금 밟어 온 행동 그것을 보아서 갑자기 지금 30일 날 31일 날에 있어 가지고 이것을 예산을 조순 의원의 동의에 따라서 예결위원회에서 그렇게 그냥 불법성을 무시해 가지고 몰아 때려 가지고 본회의에다 올려서 그냥 얼렁뚱땅해서 통과시켜 버리는…… 그것을 헌법 위반이 아니다…… 해 가지고 통과시키는 그러한 불법성의 농도보다는…… 지금 재정법 24조에 고충이 있지마는 이 경우에 있어서만은 국회에서 가예산을 결정한다고 하는 그것이 있을 때에 있을 수 있는 법의 위배성의 농도보다도 더 무리한 이러한 감행을 하는 것이 더욱 나쁘다 이렇게 보는 것이거든요.",1438
1643,1624,3,본회의,제26회,제69차,1957,―규칙에 관한 건―,조병옥 의원,64,"이래서 우리 민주당에 속한, 우리뿐만 아니라 국민주권 투쟁에 있는 우리들은 공동보조를 해 가지고 과거에 투쟁해 나왔읍니다.",1439
1645,1624,3,본회의,제26회,제69차,1957,―단기 4291년도 세입세출 총예산안―,윤치영 의원,99,그러나 외무부로서 법치국가의 체면을 유지할 수 있는 우리 주권에 대해서 침해를 밟지 아니하는 범위 내에서 어떠한 형식에 의한 공약의 조약은 없다고 하더라도 도의적으로 한 습관적으로 인정하는 그 범위에서 미국군인이나 미국에 대한…… 담배나 물자가 여기에 나오는 데 대해서 외무부로서 행정상 특히 어떠한 예비적 교섭이나 정해 놓은 일이 있는지 이상 세 가지만 묻고저 합니다.,1440
1646,1624,3,본회의,제26회,제69차,1957,―단기 4291년도 세입세출 총예산안―,외무부장관 조정환,105,과거에 우리는 일본 사람들이 우리 독립과 주권을 무시한 구보전 망언을 발언했고 또 조약이 허락치 아니한 재산권을 청구한 그런 무리를 했기 까닭에 세계에서 그네들이 무리한 것을 잘 알고 있었으나 그네들의 여러 가지 방면에 걸친 욕망과 야심이 있기 까닭에 우리 한국에 대해서 양보를 아니 해 왔읍니다.,1441
1648,1624,3,본회의,제26회,제69차,1957,개의,박영종 의원,154,그 이유는 이 선거법의 문제에 있어 가지고 그 사람들은 주권을 옹호한 것이 아니라 매매하였다고 볼 수밖에 없기 때문입니다.,1442
1649,1624,3,본회의,제26회,제69차,1957,개의,박영종 의원,154,"주권이라 하는 것은 자유가 있어야 주권이요, 자유 없는 주권은 주권이 아니기 때문입니다.",1443
1650,1624,3,본회의,제26회,제69차,1957,개의,민관식 의원,156,그것은 다시 말씀드리자면 과거 한 지방에서 지방선거 당시 소위 경범죄처벌법을 적용하는 소위 악랄한 수단에 의해서 국민의 주권을 말살하는 등록방해 등등의 행위가 있었던 까닭으로 해서 우리들은 민주주의는 역시 공명선거에서부터 시작되고 또 공명선거를 실시하기 위해서는 선거법을 좀 더 우리나라 실정에 맞추게 하기 위해서 이 협상이 되었다고 저는 짐작합니다.,1444
1654,1625,3,본회의,제26회,제70차,1958,―민의원의원선거법안 및 참의원의원선거법안 제1독회―,박영종 의원,30,그렇게 지내 와 가지고 미국은 오늘날 이렇게 튼튼한 나라가 되어서…… 우리를 이 땅 위에 다시 국권을 회복해 가지고 우리 민족이 국가 없는 식민지 백성이 아니라 국가 있는 떳떳한 독립국민으로서 살어갈 수 있도록 자유국민으로서 만들어 주었던 것입니다.,1445
1655,1625,3,본회의,제26회,제70차,1958,―민의원의원선거법안 및 참의원의원선거법안 제1독회―,이철승 의원,38,당초에 선거법을 개정하는 데 있어서는 여러 가지 중점이 많이 있었을 것으로 믿습니다마는 그중에도 선거위원회를 강화해서 국민의 주권행사를 그 결과를 왜곡해 가지고 발표하지 못하게 국민의 주권행사를 정당하고 정확하게 표시하기 위해서 선거위원회를 강화하자는 중점이 하나 있었을 것이고 그다음에는 선거운동을 효율적으로 민주주의원칙에 입각해 가지고 질서 있는 선거운동을 해 보자고 하는 것이 그다음의 중점으로 되어 있었을 것으로 믿는 것입니다.,1446
1659,1629,3,본회의,제27회,제2차,1958,―민의원의원선거법안 통과에 관한 건―,이인 의원,12,벌금형을 행한 사람은 당연히 법률에 여기 구제되어 있고 제한을 안 받는데도 불구하고 여기에 갖다가 쓴 것은 국민주권을 말살시키고 헌법을 위반한 것입니다.,1447
1660,1629,3,본회의,제27회,제2차,1958,―민의원의원선거법안 통과에 관한 건―,이인 의원,12,앞으로 국회의원선거법이라든지 참의원선거법이 이와 같이 됐다 했으니 지방의원선거법 도의 의원 시의 의원 면의회 의원 읍의회 의원 그 선거법도 이와 같이 따라가야 할 터이니까 이런다면 국민주권을 말살하는 결과가 나오지 않고 무엇이 오는 것입니까?,1448
1661,1629,3,본회의,제27회,제2차,1958,―민의원의원선거법안 통과에 관한 건―,이인 의원,12,만일 여러분이 적되 이것이 여러분의 이해관계와 국민주권에 관한 문제가 되는 것이예요.,1449
1662,1629,3,본회의,제27회,제2차,1958,―민의원의원선거법안 통과에 관한 건―,류진산 의원,25,"만일에 우리 국민이 민주주의국가의 우리 국민이 자기 주권 행사를 하는 그 중대한 문제에 있어 가지고 스스로 자포자기를 하거나 투표는 해서 뭣하느냐, 죽도록 시간을 낭비하고 자기 노력을 낭비하고 해 가지고 투표를 해 보았댔자 몇 놈이 제 마음데로 환표 기타 부정개표 등등 여러 가지 불순 부정 협잡을 가지고서 제 마음대로 결정해 버리는 이런 선거는 우리가 더 여기서…… 마음으로 갈 수 없다, 가기는 갈는지 모르지마는 그것은 한 개의 장난에 지나지 못한다, 이러한 사실이 우리 국민의 머리에 지배적으로 이것이 되어 버렸다고 할 것 같으면 결과에 있어 가지고 우리 국가존망에 중대한 결과를 초래하게 되는 것입니다.",1450
1663,1632,3,본회의,제27회,제5차,1958,―건설업법안 제1독회―,박재홍 의원,37,"우리가 민주주의국가라고 할 것 같으면 첫째 주권재민의 권리에서 민주주의국가가 형성되어야 되는데도 불구하고 어떻게 해서 우리들이 대한민국의 적을 가지고 있는 국민이라고 할 것 같으면 우리들의 한 표 한 표로 말미암아서 비로소 국가가 성립되는 것이고 의회가 구성되었고 대통령도 우리들의 한 표 한 표로다 된 여기에 있어 가지고, 말하자면 국민의 그 자유를 억압해 가지고 어떻게 이 나라의 발전이 있으며 국민이 이익이 올 수 있읍니까?",1451
1664,1632,3,본회의,제27회,제5차,1958,―건설업법안 제1독회―,박재홍 의원,37,우리나라를 말하자면 주권재민을 토대하는 우리들 거기에 자결권이 있읍니다.,1452
1665,1632,3,본회의,제27회,제5차,1958,―건설업법안 제1독회―,박영종 의원,44,어떠한 학문적인 예라든지 역사적인 고증이라든지 이러한 각도에서 나오는 말이 아니라 주권국가인 자기 국가의 국회의사당 내에서 분위기를 좌전우전 하는 데 편리하도록 외국에서 어떻게 했다 일본에 어떻게 했다 이러한 예를 듣고 그 구체적인 실례를 열거하라고 의사당 내에서 요구하는 의원이 있는 것도 못 본 척하고 내려간다는 것은 그것은 무책임한 행동이요.,1453
1666,1642,3,본회의,제27회,제15차,1958,"―KNA 여객기 납북에 제하여 유엔참전 각국원수와 사무총장, 국제적십자사총재 및 유엔군사령관에 보내는 결의안―",정일형 의원,21,대한민국의 주권과 국민의 의사를 무시하고 체결되었으며 이미 북한침략자가 위배하고 파기한 1953년 7월 27일에 체결한 정전협상을 정식으로 폐기할 것 2.,1454
1667,1642,3,본회의,제27회,제15차,1958,"―KNA 여객기 납북에 제하여 유엔참전 각국원수와 사무총장, 국제적십자사총재 및 유엔군사령관에 보내는 결의안―",정일형 의원,21,1947년 11월 14일의 유엔의 결의에 의하여 이북에서 가급적 조속한 시일 내에 자유선거를 실시하여 삼팔선을 철폐하고 대한민국주권하에 국토통일을 완수하게 할 것 1958년 2월 23일 대한민국국회의장 이기붕  이상이 지금 말씀드린 초안이올시다.,1455
1668,1642,3,본회의,제27회,제15차,1958,"―KNA 여객기 납북에 제하여 유엔참전 각국원수와 사무총장, 국제적십자사총재 및 유엔군사령관에 보내는 결의안―",윤치영 의원,35,이미 누누히 말씀했읍니다마는 독립한 한 주권국가에 대해서 해체된 전례도 없었을 뿐만 아니라 그 나라의 주권을 무시해 가지고 다시 총선 운운이라는 전례는 다시 없었을 뿐만 아니라 이번에 투니시아나 아프리카에서 일어나는 여러 적은 민족이 자치권을 얻어 독립한 것이라든지 그 외에 영국통치하에 있어서 일어난 적은 지방에 자치권을 얻어서 주권 얻은 그 나라 그 민족에 한해서도 그 민족자결주의에 대한 원칙은 침해하지 못합니다.,1456
1669,1642,3,본회의,제27회,제15차,1958,"―KNA 여객기 납북에 제하여 유엔참전 각국원수와 사무총장, 국제적십자사총재 및 유엔군사령관에 보내는 결의안―",윤치영 의원,35,그러므로 대한민국에 있어서 남북통일을 원한다는 것은 자유스러운 분위기 아래에서 대한민국이 주동하는 그 주권 아래에서 북쪽의 인구에 비례한 의석 백 자리를 남겨 놓고 우리 제헌국회 때에 결정한 그대로 이 나라의 한 법칙화된 것입니다.,1457
1670,1642,3,본회의,제27회,제15차,1958,"―KNA 여객기 납북에 제하여 유엔참전 각국원수와 사무총장, 국제적십자사총재 및 유엔군사령관에 보내는 결의안―",윤치영 의원,35,영국이 한국에 유엔의 일원으로 출병한 것은 감사하지마는 한국주권에 대해서는 참견할 아무 권리가 없읍니다.,1458
1671,1642,3,본회의,제27회,제15차,1958,"―KNA 여객기 납북에 제하여 유엔참전 각국원수와 사무총장, 국제적십자사총재 및 유엔군사령관에 보내는 결의안―",윤치영 의원,35,"그러니까 여기에 있어서 정책 면이나 국제법상 원칙에 의한 것이나 대한민국의 독립과 주권국가라고 하는 것은 누구도 침범할 수 없는 것이요, 건드릴 수 없다는 것을 우리가 확실히 인식하셔야지 혹 유엔이나 어떤 미국국무성의 담화나 혹은 어데어데 말이 나왔다고 해서 조금도 흔들리거나 여기에 대해서 다른 잡음이 있을 수 없읍니다.",1459
1672,1642,3,본회의,제27회,제15차,1958,"―KNA 여객기 납북에 제하여 유엔참전 각국원수와 사무총장, 국제적십자사총재 및 유엔군사령관에 보내는 결의안―",윤치영 의원,35,그러므로 한국에 와 있는 영국의 외교관은 신중히 이 사실을 귀국에 보고해 가지고 대한민국에 대한 주권은 영국의 정책에 대한 장난감이 아니라는 것을 인식시켜 주시기를 부탁하는 것입니다.,1460
1673,1642,3,본회의,제27회,제15차,1958,"―KNA 여객기 납북에 제하여 유엔참전 각국원수와 사무총장, 국제적십자사총재 및 유엔군사령관에 보내는 결의안―",양일동 의원,43,1947년 12월 14일에 유엔결의에 의하여 선거를 실시하여 삼팔선을 철폐하고 대한민국주권하에 국토통일을 완수케 할 것.,1461
1674,1642,3,본회의,제27회,제15차,1958,"―KNA 여객기 납북에 제하여 유엔참전 각국원수와 사무총장, 국제적십자사총재 및 유엔군사령관에 보내는 결의안―",양일동 의원,47,공연히 지금 누가 이것을 대한민국주권하에 통일을 안 한단 얘기입니까?,1462
1675,1642,3,본회의,제27회,제15차,1958,"―KNA 여객기 납북에 제하여 유엔참전 각국원수와 사무총장, 국제적십자사총재 및 유엔군사령관에 보내는 결의안―",손도심 의원,53,"지난해에 중앙정치 10월 호라는 잡지에 회담내용이…… 좌담내용이 간략히나마 잡지에 소개되어 있는데 그 소개되어 있는 정도로서 제가 말씀을 드리면 물론 1차적으로는 대한민국주권하에서 모든 것을 한다, 괴뢰는 인정을 안 한다, 그렇지만 그것이 현실적으로 불가능하게 될 때에는 대한민국과 괴뢰와 같은 대우를 한다 그런 이야기를 했읍니다.",1463
1676,1642,3,본회의,제27회,제15차,1958,"―KNA 여객기 납북에 제하여 유엔참전 각국원수와 사무총장, 국제적십자사총재 및 유엔군사령관에 보내는 결의안―",손도심 의원,53,"이렇게 이야기를 해 두면 그것은 국가민족의 이익과도 어긋나고 우리가 반공전선에서 수만 수십만의 피를 흘린 우리 민족만이 아니라 세계자유진영 여러 군대들이 총동원해서 이쪽에서 우리 자유를 위해서 우리 주권을 위해서 싸워 준 이 피를 헛되게 하는 것이니깐 절대로 찬성한다고 말을 할 수 없어서 고민 고민 끝에 거기 기록에 남기는 ‘조재천 민주당 선전부당이 이런 얘기를 할 때 저는 깜작 놀랬습니다, 그러나 이것은 아마 실언일 것입니다.",1464
1677,1642,3,본회의,제27회,제15차,1958,"―KNA 여객기 납북에 제하여 유엔참전 각국원수와 사무총장, 국제적십자사총재 및 유엔군사령관에 보내는 결의안―",손도심 의원,53,"우리들이 자유당이다 민주당이다 혹은 통일당이다 무슨 당이다 해 가지고 국내문제 또 어느 지방 도의원선거 면장선거 읍장선거 시장선거 여기에 그냥 대통구녁 같은 이러한 구녁으로 들여다보고 여기서 어느 놈이 어쨌다 어느 놈이 누구 욕을 했다 이런 데에 정신이 팔려서 나라가 어떻게 되는지, 이북에서 공산당이 어떻게 움직이는지, 저쪽의 군대가 어떻게 이동이 되고 저쪽 무력증강이 어떻게 되는지, 민주진영의 유대가 지금 해이가 되는지, 소련하고 미국하고 경쟁에 있어서 미국이 비능률적으로 나가는지 아닌지, 우리 자유진영이 외교적으로 속고 있는지 안 속고 있는지 이런 것에는 정신이 없고 그냥 한바탕 휴전선에서 와르르 소리만 나면 그냥 우리들이 다 죽게 되는 이 마당에서 면장선거가 어떻고 221표를 받었느니 224표니 이런 싸움을 하고 이렇게 하고 있어서 이런 문제를 등한시하는 것 같고, 의정단상에서도 마포구에서 통행금지시간 후에 두 사람이 실종이 된 사건도 며칠씩 논의가 되고 시간을 몇 시간씩 잡어먹는 이 형편에 대한민국주권에 위협을 하고 대한민국과 이북공산정권과 똑같다고 취급하는 정당 대변인의 얘기가 공식적으로 아무 얘기도 없이 그것은 쓱 지나가 버리고 이렇게 된다면 우리나라는 정말 이기(李期) 500년의 붕당싸움에 우리 국력이 쇠해지고 민력이 약해지는 그런 결과를 초래함과 마찬가지로 자유당이고 민주당이고 이렇게 싸움을 해서 나라의 근본을 어지럽힐 수야 있겠느냐?",1465
1678,1642,3,본회의,제27회,제15차,1958,"―KNA 여객기 납북에 제하여 유엔참전 각국원수와 사무총장, 국제적십자사총재 및 유엔군사령관에 보내는 결의안―",정일형 의원,55,그래서 이 결의에 의해서 이북에서도 가급적 조속한 시일 내에 말이지요 이북에서 자유선거를 실시해서 삼팔선을 철폐하고 대한민국주권하에 국토통일을 완수하자는 것이 이 제3항의 근본의도요 문자 그대로올시다.,1466
1679,1642,3,본회의,제27회,제15차,1958,"―KNA 여객기 납북에 제하여 유엔참전 각국원수와 사무총장, 국제적십자사총재 및 유엔군사령관에 보내는 결의안―",정일형 의원,55,여기에서 남북한을 총선거를 하자든지 여기에서 대한민국 주권을 무시하자든지 여기에서 지금 이승만 박사 우리 행정부를 무시하자는 그러한 의미가 여기에는 일언반구도 없고 거듭 말씀드리거니와 대한민국주권하에 이북에서 선거가 실시 안 되였음에 조속한 시일 내에 선거를 해서 대한민국에 붙쳐 가지고 삼팔선도 철폐하고 대한민국을 강화하자는 그러한 결의안 제3항이지…… 거듭 말씀드리거니와 여기에는 무슨 남북총선거를 하자든지 이러한 얘기는 여기에 일언반사도 없다는 것을 다시 한번 말씀을 드리는 바입니다.,1467
1680,1642,3,본회의,제27회,제15차,1958,―민의원의원선거법 중 개정법률안 및 참의원의원선거법 중 개정법률안(제1․2독회)―,박영종 의원,105,"이게 도모지 동양이나 서양이나 이게 없는 이런 입법기관으로서 실태를 연출하고 말이에요, 고금에 없는 적어도 입법기관으로서 고금에 없는 일을 이런 실태를 연출해 가지고 말이에요, 어떻게 우리가 민족적 영광을 세계에서 우리가 주장할 수가 있는 것이고 우리가 국가적 주권을 가지고 국제적인 사회에서 정정당당한 어떤 균등이라는 것을 우리가 요구할 수가 있느냐 말이에요.",1468
1681,1647,4,본회의,제29회,제0차,1958,개식,의장 이기붕,2,그러나 국민을 대변하는 우리의 입으로 국토통일을 운운할 제 외세에 아부하여 대한민국의 신성한 주권을 스스로 모독하는 경거망동이 추호라도 있어서는 아니 될 것입니다.,1469
1683,1654,4,본회의,제29회,제7차,1958,―5․2 총선거의 자유파괴와 사후보복행위에 관한 질문―,김선태 의원,29,여러분이 잘 아시는 바와 마찬가지로 선거라고 하는 것은 이것은 민주국가에 있어 가지고의 주권을 행사할 한 방법이야!,1470
1684,1654,4,본회의,제29회,제7차,1958,―5․2 총선거의 자유파괴와 사후보복행위에 관한 질문―,김선태 의원,29,그전에 군왕이 한 사람이 정치를 하는데 자기 마음대로 차(車) 치고 포(包) 치고 하는 것과 달라서 백성들이 주권자로서 자기를 대리해 가지고 정치하는 사람을 뽑는 일종의 국사를 하는 것이라 그 말이야.,1471
1685,1654,4,본회의,제29회,제7차,1958,―5․2 총선거의 자유파괴와 사후보복행위에 관한 질문―,김선태 의원,29,주권을 행사하는 것이야.,1472
1686,1654,4,본회의,제29회,제7차,1958,―5․2 총선거의 자유파괴와 사후보복행위에 관한 질문―,김선태 의원,29,주권을 행사하는 제위를 찬탈한다든지 국권을 강탈한다는 놈들은 옛적에는 역적이라고 해 가지고 그 국법으로써 삼족을 멸했어!,1473
1687,1654,4,본회의,제29회,제7차,1958,―5․2 총선거의 자유파괴와 사후보복행위에 관한 질문―,김선태 의원,29,"오늘날 이 국권을 뺏는…… 주권을 찬탈하는, 관권에 의해 가지고 강도하는 이런 놈들이 역적이고 삼족을 멸하기는커녕 치지도외(置之度外)하고 시이불견(視而不見)하고 청이불문(聽而不聞)에 가만히 두고 있다는 이런 비행을 여러분께 말씀을 드려 가지고 장관을 해 먹을 자격을 여러분한테 인정을 받을려거든 그런 것을 잘 알어서 선처하라고 하는 것을 내가 여러분에게 얘기하려고 하는 것이올시다.",1474
1688,1654,4,본회의,제29회,제7차,1958,―5․2 총선거의 자유파괴와 사후보복행위에 관한 질문―,김선태 의원,29,국체를 변혁시킨다든지 주권의 존재에 위해를 미친다든지 등등이 우리 국가보안법이라고 하는 것이야.,1475
1689,1654,4,본회의,제29회,제7차,1958,―5․2 총선거의 자유파괴와 사후보복행위에 관한 질문―,김선태 의원,29,"그렇지만 전체적인 우리 대한민국 주권자인 국민들이 자기를 대표할 국회의원을 선출하는 마당에 있어 가지고 관권을 발동해 가지고 전 공무원을 동원시켜 가지고 국재(國財)를 경주해 가지고, 특별히 경찰관의 관력을 밀어 가지고 총검을 앞세워 가지고 몽둥이 선거를 실시한 이것이야말로 이것은 역적 중에도 더 역적이다, 용서할 수가 없는 역적들이다, 대한민국 관리들이 전체가 나는 역적이라고 여기서 단정을 하지 아니치 않을 수가 없다 그 말이에요.",1476
1690,1654,4,본회의,제29회,제7차,1958,―의원징계에 관한 건(김선태)―,엄상섭 의원,75,그러면 이 나라의 주권자가 누구냐는 그 말이에요.,1477
1691,1654,4,본회의,제29회,제7차,1958,―의원징계에 관한 건(김선태)―,엄상섭 의원,75,주권자는 국민입니다.,1478
1692,1654,4,본회의,제29회,제7차,1958,―의원징계에 관한 건(김선태)―,엄상섭 의원,75,국민의 주권을 강탈한 일이 있다고 하면 역적이라고 할 수 있는 것이에요.,1479
1693,1654,4,본회의,제29회,제7차,1958,―의원징계에 관한 건(김선태)―,엄상섭 의원,75,주권자 국민의 주권을 강탈해 놓고도 역적이 아니라고 하는 말이 민주주의 국가에 있느냐 그 말이에요.,1480
1694,1654,4,본회의,제29회,제7차,1958,―의원징계에 관한 건(김선태)―,엄상섭 의원,75,그러므로 해서 이 제안자한테 내가 묻고저 하는 것은 먼저 속기록을 여기에 밝혀 보고 그다음에 국민 주권을 강탈한 사실이 있는가 없는가를 밝혀서 사실이 없음에도 불구하고 김선태 의원이 조작했다는 거기까지 들어가지 않고는 이 징계 동의를 하지 못할 터인데 어떻게 해 가지고 그렇게 경솔하게도 나와서 징계 동의를 하느냐 그 점 하나 물어본다는 그 말이에요.,1481
1695,1654,4,본회의,제29회,제7차,1958,―의원징계에 관한 건(김선태)―,김선태 의원,77,지금 본 의원에 대해서 구흥남 의원이 징계 동의를 가지고 나와 가지고 여러 가지로 설명을 했읍니다마는 내가 이기붕 의장더러 지적을 해 가지고 역적이라고 한 얘기는 그것은 있다가 속기록에 나타날 것이니까 얘기할 필요는 없으나 명백히 내가 얘기하기를 선거라고 하는 것은 국민의 주권을…… 주권을 행사하는 방법이야.,1482
1696,1654,4,본회의,제29회,제7차,1958,―의원징계에 관한 건(김선태)―,김선태 의원,77,주권자가 정치를 하는 것이야.,1483
1697,1654,4,본회의,제29회,제7차,1958,―의원징계에 관한 건(김선태)―,김선태 의원,77,주권을 강력으로 폭력으로 강탈하는 것은 곧 이것은 역적이다 그 말이야.,1484
1698,1654,4,본회의,제29회,제7차,1958,―의원징계에 관한 건(김선태)―,김선태 의원,77,그러면 지금 엄상섭 의원이 말한 것과 마찬가지로 민주국가에 있어 가지고 주권행사를 강탈을 해 가지고 주권행사를 방해해 가지고 주권을 뺏어 가지고 제가 주권자인 것처럼 행사한다고 하는 것은 이것은 역적이라는 것이야.,1485
1699,1654,4,본회의,제29회,제7차,1958,―의원징계에 관한 건(김선태)―,김선태 의원,77,"그전에 임금 지위를 찬위를 하고 또 임금 권리를 뺏아 가지고 제가 정치할려고 하는 것과 마찬가지니까 누구를 물론하고, 이기붕 씨 아니라 소위 누구라고 하더라도 주권을 찬탈한다든지 하는 것은 우리가 역적으로 규정짓지 아니치 못할 수가 없는 것입니다.",1486
1700,1654,4,본회의,제29회,제7차,1958,―의원징계에 관한 건(김선태)―,김선태 의원,77,"다만 그 누구나 물론하고 자연인 그 개인을 지칭한 것이 아니라 주권을 찬탈했다니, 더구나 폭력으로 뺐었다고 하면 그것은 수(誰) 누구를 막론하고 역적이라는 것을 내가 며칠이고 거듭해서 할 용의가 있다는 것을 말씀드려 두는 것입니다.",1487
1701,1654,4,본회의,제29회,제7차,1958,―의원징계에 관한 건(김선태)―,이철승 의원,79,"그런 여유가 있는 구흥남 의원과 어렵고 고달프게 투쟁해서 나와서 마지막 포도시 여러분과 의론 의론 끄트머리에 발언권을 얻어서 우리 야당의 심경으로서는, 우리는 마음대로 생각하면, 우리 기분대로 할 것 같으면 질의이고 무엇이고 이 국민주권을 송두리채 뺀 행위를 역력한 그 당사자는 몽둥이로 때려죽여도 우리 한이 풀리지를 않습니다.",1488
1702,1654,4,본회의,제29회,제7차,1958,―의원징계에 관한 건(김선태)―,이철승 의원,79,"불법에 대해서 부정에 대해서 용감하지 않고 침묵을 지키는 것은 자기 생명권을 갖다가 포기하는 것이나 마찬가지라는 이런 심경에 있기 때문에 본 의원은 징계사범에 대해서는 만일 논의할 것 같으면 속기록을 읽어 보고, 이기붕 의장, 국민주권을 박탈한 사람들, 김선태 의원의 속기록 전부를 읽어 보고 아까도 이 내무장관의 발언까지도 전부 읽어 보고 그리고 한광석 의원이 말씀한 것까지도 읽어 보아서 시비곡직을 조사해 보아야 할 것입니다.",1489
1703,1655,4,본회의,제29회,제8차,1958,―5․2 총선거의 자유파괴와 사후보복행위에 관한 질문―,이만우 의원,4,"강도 당선이요, 주권 강도 아니요?",1490
1704,1655,4,본회의,제29회,제8차,1958,―5․2 총선거의 자유파괴와 사후보복행위에 관한 질문―,이만우 의원,4,"이 주권강탈자, 이래서 무투표 당선이 된 자, 어저께 김선태 의원이 주권 강탈을 한 자는 민의원 의장이건 말고서라도 누구라도 주권 강탈을 했으면 역적이다, 이와 같이 역적이란 말이요, 역적 아니라고 부인할 사람 있소?",1491
1705,1655,4,본회의,제29회,제8차,1958,―5․2 총선거의 자유파괴와 사후보복행위에 관한 질문―,이만우 의원,4,민의원 의장은 말고 대통령이라도 주권을 강탈했으면 역적이야.,1492
1706,1655,4,본회의,제29회,제8차,1958,―5․2 총선거의 자유파괴와 사후보복행위에 관한 질문―,이만우 의원,4,내가 들은 것은 전부가…… 그러니 나중에 법적으로도 밝혀질 문제려니와 이렇게 해서 무투표 당선…… 이게 주권 강탈 아니고 이게 역적 아니고 무엇이요?,1493
1707,1655,4,본회의,제29회,제8차,1958,―5․2 총선거의 자유파괴와 사후보복행위에 관한 질문―,서범석 의원,27,"적어도 국회의 위신이라고 하는 것은 국민주권의 대표자요, 국회의 위신이라고 하는 것은 대통령이나 외국의 사신이 여기에 오셨을 때에는 우리가 불문법이지만 거기에 대한 경의를 표하는 것이 국회의 상례올시다.",1494
1708,1655,4,본회의,제29회,제8차,1958,―5․2 총선거의 자유파괴와 사후보복행위에 관한 질문―,서범석 의원,27,일선에 있어서의 장병이 가지고 있는 국민으로서의 주권을 유린 강탈한 역력한 사실을 보면서도 만일 이것을 몰랐다면 국방부장관의 직무태만이다 그 말이에요.,1495
1709,1655,4,본회의,제29회,제8차,1958,―5․2 총선거의 자유파괴와 사후보복행위에 관한 질문―,구철회 의원,35,또한 헌법 제2조에 대한민국의 주권은 국민에게 있고 모든 권리는 국민으로부터 나온다고 했읍니다.,1496
1710,1655,4,본회의,제29회,제8차,1958,―5․2 총선거의 자유파괴와 사후보복행위에 관한 질문―,구철회 의원,35,주권자 국민이 자신을 대신해서 국회에 나가서 일할 수 있는 대표자를 뽑는 것은 국민의 권리인 것입니다.,1497
1711,1656,4,본회의,제29회,제9차,1958,―의사진행에 관한 건―,이철승 의원,4,그와 때를 같이해서 우리 국회의 부의장이신 이재학 의원께서 작금 신문보도에 보도된 바와 마찬가지로 일찌기 그 예를 볼 수 없을 정도의 주권 국민에 일대 충격을 주었으며 큰 분노를 사게 된 언동이 야기되었다는 것을 여기에서 국회의 명예를 위해서 밝히지 않으면 안 될 단계에 이르렀다는 것을 말씀을 드려 두는 것입니다.,1498
1712,1656,4,본회의,제29회,제9차,1958,―의사진행에 관한 건―,이철승 의원,4,"그렇기 까닭에 본 의원의 본의는 아닙니다마는 김익노 선배의 자격 상실한 데 대해서 다 같이 가슴 아프게 느끼고요, 때를 같이해서 불필요한 자극 경거망동 오만불손한 태도로서 이와 같이 국민 주권에 도전하고 자극을 주는 행동을 삼가해 주시기를 간절히 바라면서 철저한 해명을 해 주시기를 바랍니다.",1499
1713,1656,4,본회의,제29회,제9차,1958,―5․2 총선거의 자유파괴와 사후보복행위에 관한 질문―,나판수 의원,74,"함에도 불구하고 남북을 총선거해 가지고, 오늘날까지 여러분들과 같이 우리가 아는 상식에 우리 유엔에서 우리가 허락을 받고 또한 많은 나라들이 찬동을 해 가지고 되어진 우리 한국의 주권을 무시 내지 적당한 방법으로 해서 주권을 부인하고 주권만…… 정권만 잡으면 되겠다고 하는 이러한 하나의 선거분위기를 조정하는 하나의 원동력을 만들었다고 하는 것은 이것은 오늘에 있어서 우리가 용허할 수 없을 뿐만 아니라 우리는 이 문제에 있어서 내무부장관과 법무부장관은 연구해야 될 줄 아는 것입니다.",1500
